"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000786","GO:0000786","nucleosome","3/11","41/8916",0.0731707317073171,59.3082039911308,13.1515659289314,1.45179703761768e-05,0.000232287526018828,0.000152820740801861,"his-21/his-47/his-55",3
"GO:0032993","GO:0032993","protein-DNA complex","3/11","63/8916",0.0476190476190476,38.5974025974026,10.5250202465529,5.328581507441e-05,0.00042628652059528,0.000280451658286368,"his-21/his-47/his-55",3
